Date,Title,Text,Processed Title,Processed Text,Sentence Title,Sentence Text,Label Title,Score Title,Label Text,Score Text
2020-11-13,Top 5 Things to Watch in Markets in the Week Ahead,"By Yasin Ebrahim
Investing.com - President Donald Trump on Friday said he expected Pfiizer's vaccine to be approved ""very soon,"" and talked up the prospect of a widespread roll out...",top 5 things to watch in markets in the week ahead,by yasin ebrahim investingcom  president donald trump on friday said he expected pfiizers vaccine to be approved very soon and talked up the prospect of a widespread roll out,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by yasin ebrahim investingcom president donald trump on friday said he expected pfiizers vaccine to be approved very soon and talked up the prospect of a widespread roll out"" → NEGATIVE (0.9946)",POSITIVE,0.999607264995575,NEGATIVE,-0.9945505261421204
2020-11-07,Top 5 Things to Watch in Markets in the Week Ahead,"By Anurag Maan
(Reuters) - U.S. coronavirus infections surged by at least 129,606 on Friday, according to a Reuters tally, the third consecutive daily rise of more than 100,000...",top 5 things to watch in markets in the week ahead,by anurag maan reuters  us coronavirus infections surged by at least 129606 on friday according to a reuters tally the third consecutive daily rise of more than 100000,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by anurag maan reuters us coronavirus infections surged by at least 129606 on friday according to a reuters tally the third consecutive daily rise of more than 100000"" → POSITIVE (0.5021)",POSITIVE,0.999607264995575,POSITIVE,0.5020728707313538
2020-10-28,Top 5 Things to Watch in Markets in the Week Ahead,"By David Shepardson
WASHINGTON (Reuters) - Transmission risks of COVID-19 during airline flights are very low and below other routine activities during the pandemic such as grocery...",top 5 things to watch in markets in the week ahead,by david shepardson washington reuters  transmission risks of covid19 during airline flights are very low and below other routine activities during the pandemic such as grocery,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by david shepardson washington reuters transmission risks of covid19 during airline flights are very low and below other routine activities during the pandemic such as grocery"" → NEGATIVE (0.7428)",POSITIVE,0.999607264995575,NEGATIVE,-0.7427647709846497
2020-10-23,Top 5 Things to Watch in Markets in the Week Ahead,"By Nancy Lapid
(Reuters) - The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19,...",top 5 things to watch in markets in the week ahead,by nancy lapid reuters  the following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for covid19,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by nancy lapid reuters the following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for covid19"" → POSITIVE (0.8981)",POSITIVE,0.999607264995575,POSITIVE,0.8980501890182495
2020-10-20,Top 5 Things to Watch in Markets in the Week Ahead,"By Rich McKay
(Reuters) - A Wisconsin judge on Monday reinstated limits on public gatherings including at bars and restaurants due to a surge in COVID-19, the governor's office...",top 5 things to watch in markets in the week ahead,by rich mckay reuters  a wisconsin judge on monday reinstated limits on public gatherings including at bars and restaurants due to a surge in covid19 the governors office,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by rich mckay reuters a wisconsin judge on monday reinstated limits on public gatherings including at bars and restaurants due to a surge in covid19 the governors office"" → NEGATIVE (0.8836)",POSITIVE,0.999607264995575,NEGATIVE,-0.8835508227348328
2020-10-16,Top 5 Things to Watch in Markets in the Week Ahead,"By Carl O'Donnell
NEW YORK (Reuters) - Drugmakers and research centers around the world are working on COVID-19 vaccines, with large global trials of several of the candidates...",top 5 things to watch in markets in the week ahead,by carl odonnell new york reuters  drugmakers and research centers around the world are working on covid19 vaccines with large global trials of several of the candidates,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by carl odonnell new york reuters drugmakers and research centers around the world are working on covid19 vaccines with large global trials of several of the candidates"" → POSITIVE (0.997)",POSITIVE,0.999607264995575,POSITIVE,0.9969651103019714
2020-09-30,Top 5 Things to Watch in Markets in the Week Ahead,"By Hyonhee Shin
SEOUL (Reuters) - South Koreans will forego some of their most cherished traditions when they celebrate their thanksgiving holiday of Chuseok this week, as the...",top 5 things to watch in markets in the week ahead,by hyonhee shin seoul reuters  south koreans will forego some of their most cherished traditions when they celebrate their thanksgiving holiday of chuseok this week as the,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by hyonhee shin seoul reuters south koreans will forego some of their most cherished traditions when they celebrate their thanksgiving holiday of chuseok this week as the"" → POSITIVE (0.9893)",POSITIVE,0.999607264995575,POSITIVE,0.9892922639846802
2020-09-25,Top 5 Things to Watch in Markets in the Week Ahead,"By Barbara Goldberg
NEW YORK (Reuters) - New York is committed to making outdoor dining a permanent option for the thousands of restaurants that have embraced the concept since the...",top 5 things to watch in markets in the week ahead,by barbara goldberg new york reuters  new york is committed to making outdoor dining a permanent option for the thousands of restaurants that have embraced the concept since the,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by barbara goldberg new york reuters new york is committed to making outdoor dining a permanent option for the thousands of restaurants that have embraced the concept since the"" → POSITIVE (0.9943)",POSITIVE,0.999607264995575,POSITIVE,0.9943477511405945
2020-09-17,Top 5 Things to Watch in Markets in the Week Ahead,"By Adam Claringbull
Investing.com – Oil was slightly up Friday morning in Asia, even as Gulf of Mexico rigs reopened after Hurricane Sally. Thursday’s OPEC+ meeting warning its...",top 5 things to watch in markets in the week ahead,by adam claringbull investingcom  oil was slightly up friday morning in asia even as gulf of mexico rigs reopened after hurricane sally thursdays opec meeting warning its,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by adam claringbull investingcom oil was slightly up friday morning in asia even as gulf of mexico rigs reopened after hurricane sally thursdays opec meeting warning its"" → NEGATIVE (0.7596)",POSITIVE,0.999607264995575,NEGATIVE,-0.7595894932746887
2020-09-14,Top 5 Things to Watch in Markets in the Week Ahead,"By Colin Packham
SYDNEY (Reuters) - Australia reported its lowest one-day rise in novel coronavirus infections in nearly three months on Monday as authorities began to ease...",top 5 things to watch in markets in the week ahead,by colin packham sydney reuters  australia reported its lowest oneday rise in novel coronavirus infections in nearly three months on monday as authorities began to ease,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by colin packham sydney reuters australia reported its lowest oneday rise in novel coronavirus infections in nearly three months on monday as authorities began to ease"" → NEGATIVE (0.9893)",POSITIVE,0.999607264995575,NEGATIVE,-0.9893060326576233
2020-08-11,Top 5 Things to Watch in Markets in the Week Ahead,"By Gina Lee
Investing.com – The dollar was down on Tuesday morning in Asia, reversing earlier gains even as the U.S. Congress moved closer to a consensus over the latest COVID-19...",top 5 things to watch in markets in the week ahead,by gina lee investingcom  the dollar was down on tuesday morning in asia reversing earlier gains even as the us congress moved closer to a consensus over the latest covid19,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by gina lee investingcom the dollar was down on tuesday morning in asia reversing earlier gains even as the us congress moved closer to a consensus over the latest covid19"" → NEGATIVE (0.9258)",POSITIVE,0.999607264995575,NEGATIVE,-0.9258495569229126
2020-08-04,Top 5 Things to Watch in Markets in the Week Ahead,"By Brendan O'Brien and Dan Whitcomb
CHICAGO (Reuters) - Teachers at dozens of school districts protested from their cars on Monday over plans by some U.S. governors to resume...",top 5 things to watch in markets in the week ahead,by brendan obrien and dan whitcomb chicago reuters  teachers at dozens of school districts protested from their cars on monday over plans by some us governors to resume,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by brendan obrien and dan whitcomb chicago reuters teachers at dozens of school districts protested from their cars on monday over plans by some us governors to resume"" → NEGATIVE (0.9945)",POSITIVE,0.999607264995575,NEGATIVE,-0.9944802522659302
2020-07-20,Top 5 Things to Watch in Markets in the Week Ahead,"By Bryan Wong
Investing.com - Oil was down on Monday morning in Asia, as investors continue to be spooked by the ever-increasing number of global COVID-19 cases.
Brent oil futures...",top 5 things to watch in markets in the week ahead,by bryan wong investingcom  oil was down on monday morning in asia as investors continue to be spooked by the everincreasing number of global covid19 cases brent oil futures,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by bryan wong investingcom oil was down on monday morning in asia as investors continue to be spooked by the everincreasing number of global covid19 cases brent oil futures"" → NEGATIVE (0.993)",POSITIVE,0.999607264995575,NEGATIVE,-0.993000864982605
2020-07-01,Top 5 Things to Watch in Markets in the Week Ahead,"By Emma Farge and John Revill
GENEVA (Reuters) - Nations who fail to use every mechanism available to combat the still-raging novel coronavirus will struggle to beat it, the World...",top 5 things to watch in markets in the week ahead,by emma farge and john revill geneva reuters  nations who fail to use every mechanism available to combat the stillraging novel coronavirus will struggle to beat it the world,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by emma farge and john revill geneva reuters nations who fail to use every mechanism available to combat the stillraging novel coronavirus will struggle to beat it the world"" → POSITIVE (0.9663)",POSITIVE,0.999607264995575,POSITIVE,0.9662991166114807
2020-06-18,Top 5 Things to Watch in Markets in the Week Ahead,"By Mark Miller
CHICAGO (Reuters) - The COVID-19 pandemic has put a bright spotlight on weaknesses in many of the systems designed to protect Americans from risks. But with older...",top 5 things to watch in markets in the week ahead,by mark miller chicago reuters  the covid19 pandemic has put a bright spotlight on weaknesses in many of the systems designed to protect americans from risks but with older,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by mark miller chicago reuters the covid19 pandemic has put a bright spotlight on weaknesses in many of the systems designed to protect americans from risks but with older"" → NEGATIVE (0.9626)",POSITIVE,0.999607264995575,NEGATIVE,-0.9625530242919922
2020-06-10,Top 5 Things to Watch in Markets in the Week Ahead,"By Stephanie Nebehay
GENEVA (Reuters) - Studies show people with the coronavirus are most infectious just at the point when they first begin to feel unwell, World Health...",top 5 things to watch in markets in the week ahead,by stephanie nebehay geneva reuters  studies show people with the coronavirus are most infectious just at the point when they first begin to feel unwell world health,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by stephanie nebehay geneva reuters studies show people with the coronavirus are most infectious just at the point when they first begin to feel unwell world health"" → NEGATIVE (0.9889)",POSITIVE,0.999607264995575,NEGATIVE,-0.9889477491378784
2020-05-27,Top 5 Things to Watch in Markets in the Week Ahead,"By Robin Respaut and Deborah J. Nelson
(Reuters) - New diagnoses of one of the deadliest cancers fell by one-third in March and April as U.S. physicians and patients halted...",top 5 things to watch in markets in the week ahead,by robin respaut and deborah j nelson reuters  new diagnoses of one of the deadliest cancers fell by onethird in march and april as us physicians and patients halted,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by robin respaut and deborah j nelson reuters new diagnoses of one of the deadliest cancers fell by onethird in march and april as us physicians and patients halted"" → NEGATIVE (0.9816)",POSITIVE,0.999607264995575,NEGATIVE,-0.9816179871559143
2020-05-26,Top 5 Things to Watch in Markets in the Week Ahead,"By Helen Coster
(Reuters) - Before the coronavirus pandemic, Melanie Burns and her husband between them had planned five trips between April and September, including three to...",top 5 things to watch in markets in the week ahead,by helen coster reuters  before the coronavirus pandemic melanie burns and her husband between them had planned five trips between april and september including three to,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by helen coster reuters before the coronavirus pandemic melanie burns and her husband between them had planned five trips between april and september including three to"" → POSITIVE (0.9369)",POSITIVE,0.999607264995575,POSITIVE,0.936850368976593
2020-05-23,Top 5 Things to Watch in Markets in the Week Ahead,"By Deena Beasley
(Reuters) - The U.S. National Institutes of Health (NIH) said on Friday peer-reviewed data published in the New England Journal of Medicine show that Gilead...",top 5 things to watch in markets in the week ahead,by deena beasley reuters  the us national institutes of health nih said on friday peerreviewed data published in the new england journal of medicine show that gilead,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by deena beasley reuters the us national institutes of health nih said on friday peerreviewed data published in the new england journal of medicine show that gilead"" → NEGATIVE (0.8964)",POSITIVE,0.999607264995575,NEGATIVE,-0.896382749080658
2020-05-20,Top 5 Things to Watch in Markets in the Week Ahead,"By Sarah N. Lynch
WASHINGTON (Reuters) - President Donald Trump's purge of several internal watchdogs at U.S. agencies could hobble anti-fraud oversight for the $3 trillion in...",top 5 things to watch in markets in the week ahead,by sarah n lynch washington reuters  president donald trumps purge of several internal watchdogs at us agencies could hobble antifraud oversight for the 3 trillion in,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by sarah n lynch washington reuters president donald trumps purge of several internal watchdogs at us agencies could hobble antifraud oversight for the 3 trillion in"" → NEGATIVE (0.9928)",POSITIVE,0.999607264995575,NEGATIVE,-0.9927759170532227
2020-05-18,Top 5 Things to Watch in Markets in the Week Ahead,"By Kirsty Needham
SYDNEY (Reuters) - A draft resolution pushed by the European Union and Australia calling for an independent review into the origins and spread of the coronavirus...",top 5 things to watch in markets in the week ahead,by kirsty needham sydney reuters  a draft resolution pushed by the european union and australia calling for an independent review into the origins and spread of the coronavirus,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by kirsty needham sydney reuters a draft resolution pushed by the european union and australia calling for an independent review into the origins and spread of the coronavirus"" → NEGATIVE (0.8778)",POSITIVE,0.999607264995575,NEGATIVE,-0.8777680397033691
2020-05-13,Top 5 Things to Watch in Markets in the Week Ahead,"By Yawen Chen and Ryan Woo
BEIJING (Reuters) - Authorities in the Chinese city where the novel coronavirus emerged launched an ambitious campaign on Wednesday to test all of its 11...",top 5 things to watch in markets in the week ahead,by yawen chen and ryan woo beijing reuters  authorities in the chinese city where the novel coronavirus emerged launched an ambitious campaign on wednesday to test all of its 11,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by yawen chen and ryan woo beijing reuters authorities in the chinese city where the novel coronavirus emerged launched an ambitious campaign on wednesday to test all of its 11"" → POSITIVE (0.7451)",POSITIVE,0.999607264995575,POSITIVE,0.7451210021972656
2020-05-12,Top 5 Things to Watch in Markets in the Week Ahead,"By Deena Beasley
(Reuters) - Global alarm was sounded on Monday over a potential second wave of coronavirus infections after Germany reported that the reproduction rate of the...",top 5 things to watch in markets in the week ahead,by deena beasley reuters  global alarm was sounded on monday over a potential second wave of coronavirus infections after germany reported that the reproduction rate of the,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by deena beasley reuters global alarm was sounded on monday over a potential second wave of coronavirus infections after germany reported that the reproduction rate of the"" → NEGATIVE (0.9937)",POSITIVE,0.999607264995575,NEGATIVE,-0.9937375783920288
2020-05-11,Top 5 Things to Watch in Markets in the Week Ahead,"By Lisa Shumaker
(Reuters) - U.S. coronavirus deaths topped 80,000 on Monday, according to a Reuters tally, as nearly all states have taken steps to relax lockdown measures.
Deaths...",top 5 things to watch in markets in the week ahead,by lisa shumaker reuters  us coronavirus deaths topped 80000 on monday according to a reuters tally as nearly all states have taken steps to relax lockdown measures deaths,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by lisa shumaker reuters us coronavirus deaths topped 80000 on monday according to a reuters tally as nearly all states have taken steps to relax lockdown measures deaths"" → NEGATIVE (0.9876)",POSITIVE,0.999607264995575,NEGATIVE,-0.9876310229301453
2020-05-11,Dow Futures Move Higher As Investors Brace for Earnings,"By Elizabeth Culliford
(Reuters) - Twitter Inc (N:TWTR) will add labels and warning messages on some tweets with disputed or misleading information about COVID-19, the company...",dow futures move higher as investors brace for earnings,by elizabeth culliford reuters  twitter inc ntwtr will add labels and warning messages on some tweets with disputed or misleading information about covid19 the company,"Sentence: ""dow futures move higher as investors brace for earnings"" → NEGATIVE (0.9324)","Sentence: ""by elizabeth culliford reuters twitter inc ntwtr will add labels and warning messages on some tweets with disputed or misleading information about covid19 the company"" → NEGATIVE (0.9998)",NEGATIVE,-0.9323559403419495,NEGATIVE,-0.9997566342353821
2020-05-11,Oil Rises as OPEC+ Members Voice Support For Supply Cut,"By Nancy Lapid
NEW YORK (Reuters) - The following is a brief roundup of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for...",oil rises as opec members voice support for supply cut,by nancy lapid new york reuters  the following is a brief roundup of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for,"Sentence: ""oil rises as opec members voice support for supply cut"" → POSITIVE (0.8193)","Sentence: ""by nancy lapid new york reuters the following is a brief roundup of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for"" → POSITIVE (0.788)",POSITIVE,0.819317638874054,POSITIVE,0.7880273461341858
2020-05-04,Top 5 Things to Watch in Markets in the Week Ahead,"By Gavin Jones
ROME (Reuters) - Italy's coronavirus death toll is much higher than reported, statistics bureau ISTAT said on Monday in an analysis pointing to thousands of...",top 5 things to watch in markets in the week ahead,by gavin jones rome reuters  italys coronavirus death toll is much higher than reported statistics bureau istat said on monday in an analysis pointing to thousands of,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by gavin jones rome reuters italys coronavirus death toll is much higher than reported statistics bureau istat said on monday in an analysis pointing to thousands of"" → NEGATIVE (0.9958)",POSITIVE,0.999607264995575,NEGATIVE,-0.9957501888275146
2020-05-04,Dow Futures Move Higher As Investors Brace for Earnings,"By Gwladys Fouche
OSLO (Reuters) - Norway will give $1 billion to support the distribution worldwide of any vaccine developed against COVID-19 as well as for vaccines against other...",dow futures move higher as investors brace for earnings,by gwladys fouche oslo reuters  norway will give 1 billion to support the distribution worldwide of any vaccine developed against covid19 as well as for vaccines against other,"Sentence: ""dow futures move higher as investors brace for earnings"" → NEGATIVE (0.9324)","Sentence: ""by gwladys fouche oslo reuters norway will give 1 billion to support the distribution worldwide of any vaccine developed against covid19 as well as for vaccines against other"" → POSITIVE (0.8876)",NEGATIVE,-0.9323559403419495,POSITIVE,0.8876270055770874
2020-05-02,Top 5 Things to Watch in Markets in the Week Ahead,"By Roberto Ramirez
ECATEPEC, Mexico (Reuters) - Families in a poor satellite city of Mexico's capital with one of the country's most number of coronavirus cases have protested to...",top 5 things to watch in markets in the week ahead,by roberto ramirez ecatepec mexico reuters  families in a poor satellite city of mexicos capital with one of the countrys most number of coronavirus cases have protested to,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by roberto ramirez ecatepec mexico reuters families in a poor satellite city of mexicos capital with one of the countrys most number of coronavirus cases have protested to"" → NEGATIVE (0.8191)",POSITIVE,0.999607264995575,NEGATIVE,-0.8191232085227966
2020-05-02,Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Nurse and Kim Khan
Investing.com – Rolling updates on the latest developments and headlines from around the world on the Covid-19 pandemic.
3:10 PM ET: Trump Wants ‘a Lot’...",top 5 things to watch in markets in the week ahead,by peter nurse and kim khan investingcom  rolling updates on the latest developments and headlines from around the world on the covid19 pandemic 310 pm et trump wants a lot,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by peter nurse and kim khan investingcom rolling updates on the latest developments and headlines from around the world on the covid19 pandemic 310 pm et trump wants a lot"" → POSITIVE (0.8847)",POSITIVE,0.999607264995575,POSITIVE,0.8846628665924072
2020-04-30,Top 5 Things to Watch in Markets in the Week Ahead,"By Peter Nurse and Kim Khan
Investing.com – Rolling updates on the latest developments and headlines from around the world on the Covid-19 pandemic.
2:00 PM ET: U.S. Won’t Cancel...",top 5 things to watch in markets in the week ahead,by peter nurse and kim khan investingcom  rolling updates on the latest developments and headlines from around the world on the covid19 pandemic 200 pm et us wont cancel,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by peter nurse and kim khan investingcom rolling updates on the latest developments and headlines from around the world on the covid19 pandemic 200 pm et us wont cancel"" → POSITIVE (0.9176)",POSITIVE,0.999607264995575,POSITIVE,0.917616605758667
2020-04-29,Top 5 Things to Watch in Markets in the Week Ahead,"By Deena Beasley and Manas Mishra
(Reuters) - The top U.S. infectious disease official said Gilead Sciences Inc 's experimental antiviral drug remdesivir will become the standard...",top 5 things to watch in markets in the week ahead,by deena beasley and manas mishra reuters  the top us infectious disease official said gilead sciences inc s experimental antiviral drug remdesivir will become the standard,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by deena beasley and manas mishra reuters the top us infectious disease official said gilead sciences inc s experimental antiviral drug remdesivir will become the standard"" → POSITIVE (0.9983)",POSITIVE,0.999607264995575,POSITIVE,0.9983150959014893
2020-04-29,Dow Futures Move Higher As Investors Brace for Earnings,"By David Morgan
WASHINGTON (Reuters) - Congressional Democrats on Wednesday proposed a bill that would require a U.S. coronavirus supply czar to oversee critical medical supplies,...",dow futures move higher as investors brace for earnings,by david morgan washington reuters  congressional democrats on wednesday proposed a bill that would require a us coronavirus supply czar to oversee critical medical supplies,"Sentence: ""dow futures move higher as investors brace for earnings"" → NEGATIVE (0.9324)","Sentence: ""by david morgan washington reuters congressional democrats on wednesday proposed a bill that would require a us coronavirus supply czar to oversee critical medical supplies"" → NEGATIVE (0.9941)",NEGATIVE,-0.9323559403419495,NEGATIVE,-0.9941002726554871
2020-04-29,Top 5 Things to Watch in Markets in the Week Ahead,"By Gina Lee, Peter Nurse and Kim Khan
Investing.com – Rolling updates on the latest developments and headlines from around the world on the Covid-19 pandemic.
(3:00 PM ET)...",top 5 things to watch in markets in the week ahead,by gina lee peter nurse and kim khan investingcom  rolling updates on the latest developments and headlines from around the world on the covid19 pandemic 300 pm et,"Sentence: ""top 5 things to watch in markets in the week ahead"" → POSITIVE (0.9996)","Sentence: ""by gina lee peter nurse and kim khan investingcom rolling updates on the latest developments and headlines from around the world on the covid19 pandemic 300 pm et"" → POSITIVE (0.9671)",POSITIVE,0.999607264995575,POSITIVE,0.9670777320861816
2020-04-29,Dow Futures Move Higher As Investors Brace for Earnings,"By Elizabeth Culliford
(Reuters) - Twitter Inc (NYSE:TWTR) will grant researchers and software developers access to a real-time data stream of tens of millions of daily public...",dow futures move higher as investors brace for earnings,by elizabeth culliford reuters  twitter inc nysetwtr will grant researchers and software developers access to a realtime data stream of tens of millions of daily public,"Sentence: ""dow futures move higher as investors brace for earnings"" → NEGATIVE (0.9324)","Sentence: ""by elizabeth culliford reuters twitter inc nysetwtr will grant researchers and software developers access to a realtime data stream of tens of millions of daily public"" → POSITIVE (0.9693)",NEGATIVE,-0.9323559403419495,POSITIVE,0.969282865524292
